eps_s,eps_t,Equilibrium Temperature Difference (T_eq - T_atm)
0.23,0.45,27.07700801943713
0.23,0.46,26.78815386726768
0.23,0.47,26.502458453398447
0.23,0.48,26.219862279745428
0.23,0.49,25.940307464941895
0.23,0.5,25.663737686855256
0.23,0.51,25.390098127560123
0.23,0.52,25.119335420777986
0.23,0.53,24.85139760154067
0.23,0.54,24.586234058052014
0.23,0.55,24.323795485516712
0.23,0.56,24.064033841991545
0.23,0.57,23.80690230603676
0.23,0.58,23.552355236123844
0.23,0.59,23.300348131741032
0.23,0.6,23.050837596017004
0.23,0.61,22.803781299923912
0.23,0.62,22.559137947878583
0.23,0.63,22.316867244713762
0.23,0.64,22.076929863982116
0.23,0.65,21.83928741743972
0.23,0.66,21.603902425779438
0.23,0.67,21.37073829045903
0.23,0.68,21.139759266608507
0.23,0.69,20.910930436995784
0.23,0.7,20.684217686912973
0.23,0.71,20.45958768006585
0.23,0.72,20.237007835325585
0.23,0.73,20.016446304338785
0.23,0.74,19.79787194998744
0.23,0.75,19.58125432556875
0.23,0.76,19.36656365479223
0.23,0.77,19.15377081245896
0.23,0.78,18.94284730582899
0.23,0.79,18.73376525668084
0.23,0.8,18.526497383930007
0.23,0.81,18.321016986927077
0.23,0.82,18.117297929295262
0.23,0.83,17.91531462333097
0.23,0.84,17.715042014932408
0.23,0.85,17.516455569068285
0.23,0.86,17.31953125567378
0.23,0.87,17.124245536084686
0.23,0.88,16.930575349887533
0.23,0.89,16.73849810221151
0.23,0.9,16.5479916514322
0.23,0.91,16.359034297304504
0.23,0.92,16.17160476942064
0.23,0.93,15.985682216102589
0.23,0.94,15.801246193616578
0.23,0.95,15.61827665573037
0.23,0.96,15.436753943637996
0.23,0.97,15.256658776122322
0.23,0.98,15.077972240107442
0.23,0.99,14.900675781460222
0.23,1.0,14.724751196084924
0.24,0.0,46.72137958179968
0.24,0.01,46.16620674840897
0.24,0.02,45.620863278344416
0.24,0.03,45.08504136790623
0.24,0.04,44.55844717430841
0.24,0.05,44.04079998893451
0.24,0.06,43.53183147063851
0.24,0.07,43.031284934148346
0.24,0.08,42.53891468868272
0.24,0.09,42.054485422810444
0.24,0.1,41.57777163151718
0.24,0.11,41.108557082236985
0.24,0.12,40.64663431662905
0.24,0.13,40.191804185230126
0.24,0.14,39.74387541255658
0.24,0.15,39.30266419011224
0.24,0.16,38.86799379539275
0.24,0.17,38.4396942347031
0.24,0.18,38.01760190821665
0.24,0.19,37.60155929554867
0.24,0.2,37.19141466030743
0.24,0.21,36.787021772388584
0.24,0.22,36.38823964668239
0.24,0.23,35.99493229699573
0.24,0.24,35.60696850425359
0.24,0.25,35.224221597935696
0.24,0.26,34.846569249803906
0.24,0.27,34.47389327921178
0.24,0.28,34.10607946916639
0.24,0.29,33.74301739238666
0.24,0.3,33.384600246826665
0.24,0.31,33.03072469999529
0.24,0.32,32.681290741455996
0.24,0.33,32.336201543118705
0.24,0.34,31.995363326773088
0.24,0.35,31.658685238353996
0.24,0.36,31.32607922867362
0.24,0.37,30.997459940106012
0.24,0.38,30.672744598955262
0.24,0.39,30.35185291306709
0.24,0.4,30.034706974510357
0.24,0.41,29.72123116692461
0.24,0.42,29.41135207734476
0.24,0.43,29.10499841215085
0.24,0.44,28.802100917026564
0.24,0.45,28.502592300652225
0.24,0.46,28.206407161849143
0.24,0.47,27.913481920140327
0.24,0.48,27.62375474941581
0.24,0.49,27.337165514583717
0.24,0.5,27.053655711071713
0.24,0.51,26.773168406939988
0.24,0.52,26.495648187591485
0.24,0.53,26.221041102842833
0.24,0.54,25.949294616310738
0.24,0.55,25.680357556893796
0.24,0.56,25.414180072374847
0.24,0.57,25.15071358492844
0.24,0.58,24.889910748522595
0.24,0.59,24.631725408005252
0.24,0.6,24.37611255994375
0.24,0.61,24.123028315014324
0.24,0.62,23.87242986190904
0.24,0.63,23.624275432719173
0.24,0.64,23.378524269622915
0.24,0.65,23.13513659295603
0.24,0.66,22.89407357049197
0.24,0.67,22.65529728791438
0.24,0.68,22.41877072045736
0.24,0.69,22.184457705561613
0.24,0.7,21.952322916636888
0.24,0.71,21.722331837773993
0.24,0.72,21.494450739402623
0.24,0.73,21.268646654884378
0.24,0.74,21.044887357897835
0.24,0.75,20.823141340722145
0.24,0.76,20.603377793270226
0.24,0.77,20.385566582877914
0.24,0.78,20.16967823485237
0.24,0.79,19.955683913634687
0.24,0.8,19.74355540470708
0.24,0.81,19.533265097091373
0.24,0.82,19.324785966464788
0.24,0.83,19.118091558853337
0.24,0.84,18.913155974916435
0.24,0.85,18.70995385469979
0.24,0.86,18.508460362975484
0.24,0.87,18.30865117503737
0.24,0.88,18.110502462979184
0.24,0.89,17.91399088242241
0.24,0.9,17.719093559710984
0.24,0.91,17.525788079464235
0.24,0.92,17.33405247259958
0.24,0.93,17.14386520470879
0.24,0.94,16.95520516481446
0.24,0.95,16.768051654480985
0.24,0.96,16.582384377299036
0.24,0.97,16.398183428642028
0.24,0.98,16.215429285807147
0.24,0.99,16.034102798429842
0.24,1.0,15.854185179202489
0.25,0.0,48.63998750591509
0.25,0.01,48.06809268761725
0.25,0.02,47.50642754018992
0.25,0.03,46.95466858118351
0.25,0.04,46.41250712892952
0.25,0.05,45.879648419223884
0.25,0.06,45.35581078661886
0.25,0.07,44.84072490495112
0.25,0.08,44.33413308184055
0.25,0.09,43.835788602841546
0.25,0.1,43.345455120904376
0.25,0.11,42.862906087672854
0.25,0.12,42.38792422300622
0.25,0.13,41.920301019880526
0.25,0.14,41.45983628179056
0.25,0.15,41.0063376900826
0.25,0.16,40.559620399085304
0.25,0.17,40.11950665672458
0.25,0.18,39.68582544890586
0.25,0.19,39.25841216581841
0.25,0.2,38.83710828851787
0.25,0.21,38.42176109444205
0.25,0.22,38.01222338044215
0.25,0.23,37.60835320205172
0.25,0.24,37.21001362797085
0.25,0.25,36.817072508657475
0.25,0.26,36.42940225801976
0.25,0.27,36.04687964743363
0.25,0.28,35.66938561120634
0.25,0.29,35.29680506268494
0.25,0.3,34.92902672042368
0.25,0.31,34.56594294370308
0.25,0.32,34.20744957675373
0.25,0.33,33.853445801247574
0.25,0.34,33.50383399648115
0.25,0.35,33.158519606716595
0.25,0.36,32.8174110153729
0.25,0.37,32.48041942553999
0.25,0.38,32.14745874651476
0.25,0.39,31.818445485906352
0.25,0.4,31.49329864709739
0.25,0.41,31.17193963169558
0.25,0.42,30.854292146621617
0.25,0.43,30.540282115708237
0.25,0.44,30.229837595433423
0.25,0.45,29.922888694643916
0.25,0.46,29.619367497936935
0.25,0.47,29.319207992639008
0.25,0.48,29.022345999069557
0.25,0.49,28.728719103997378
0.25,0.5,28.438266597008123
0.25,0.51,28.150929409769162
0.25,0.52,27.86665005792338
0.25,0.53,27.58537258556106
0.25,0.54,27.307042512020587
0.25,0.55,27.031606781048765
0.25,0.56,26.75901371208289
0.25,0.57,26.48921295359071
0.25,0.58,26.2221554383932
0.25,0.59,25.9577933407773
0.25,0.6,25.69608003544107
0.25,0.61,25.43697005807229
0.25,0.62,25.180419067568607
0.25,0.63,24.926383809698393
0.25,0.64,24.674822082291485
0.25,0.65,24.425692701763978
0.25,0.66,24.178955470959693
0.25,0.67,23.934571148279133
0.25,0.68,23.692501417928383
0.25,0.69,23.452708861386498
0.25,0.7,23.21515692991875
0.25,0.71,22.979809918130286
0.25,0.72,22.746632938548316
0.25,0.73,22.515591897074785
0.25,0.74,22.28665346942637
0.25,0.75,22.05978507839734
0.25,0.76,21.834954871959667
0.25,0.77,21.612131702149725
0.25,0.78,21.3912851047437
0.25,0.79,21.172385279595346
0.25,0.8,20.95540307173576
0.25,0.81,20.740309953104145
0.25,0.82,20.527078004916746
0.25,0.83,20.315679900682653
0.25,0.84,20.106088889732916
0.25,0.85,19.898278781388854
0.25,0.86,19.692223929629392
0.25,0.87,19.487899218284326
0.25,0.88,19.28528004671881
0.25,0.89,19.08434231602604
0.25,0.9,18.88506241561231
0.25,0.91,18.687417210291926
0.25,0.92,18.491384027767936
0.25,0.93,18.29694064652756
0.25,0.94,18.104065284121987
0.25,0.95,17.91273658585277
0.25,0.96,17.722933613755742
0.25,0.97,17.53463583600046
0.25,0.98,17.34782311658796
0.25,0.99,17.16247570537871
0.25,1.0,16.97857422842486
0.26,0.0,50.55478998580253
0.26,0.01,49.96608332577205
0.26,0.02,49.38801138797959
0.26,0.03,48.820234755698436
0.26,0.04,48.26242966896905
0.26,0.05,47.71428708353301
0.26,0.06,47.17551179903819
0.26,0.07,46.645821650699986
0.26,0.08,46.124946758771614
0.26,0.09,45.61262883114864
0.26,0.1,45.108620514461506
0.26,0.11,44.612684789891034
0.26,0.12,44.124594409853444
0.26,0.13,43.6441313724726
0.26,0.14,43.17108643075875
0.26,0.15,42.705258633743426
0.26,0.16,42.246454897258275
0.26,0.17,41.794489601905525
0.26,0.18,41.349184216353535
0.26,0.19,40.910366943992585
0.26,0.2,40.47787239118895
0.26,0.21,40.05154125573017
0.26,0.22,39.6312200338071
0.26,0.23,39.216760744409726
0.26,0.24,38.8080206698304
0.26,0.25,38.404862111105274
0.26,0.26,38.007152157503754
0.26,0.27,37.61476246904198
0.26,0.28,37.227569071089704
0.26,0.29,36.84545216040442
0.26,0.3,36.46829592177045
0.26,0.31,36.09598835449481
0.26,0.32,35.72842110827253
0.26,0.33,35.36548932770245
0.26,0.34,35.00709150499489
0.26,0.35,34.65312934026417
0.26,0.36,34.30350760905708
0.26,0.37,33.958134036620436
0.26,0.38,33.61691917843774
0.26,0.39,33.2797763067976
0.26,0.4,32.94662130291954
0.26,0.41,32.61737255439476
0.26,0.42,32.29195085753241
0.26,0.43,31.970279324458375
0.26,0.44,31.652283294590404
0.26,0.45,31.337890250319106
0.26,0.46,31.027029736563463
0.26,0.47,30.719633284110216
0.26,0.48,30.415634336427104
0.26,0.49,30.11496817983641
0.26,0.5,29.81757187677158
0.26,0.51,29.52338420207525
0.26,0.52,29.232345582075936
0.26,0.53,28.944398036374253
0.26,0.54,28.65948512209593
0.26,0.55,28.37755188061567
0.26,0.56,28.098544786516015
0.26,0.57,27.82241169875232
0.26,0.58,27.549101813798814
0.26,0.59,27.278565620823542
0.26,0.6,27.01075485867807
0.26,0.61,26.74562247465383
0.26,0.62,26.48312258494792
0.26,0.63,26.223210436660906
0.26,0.64,25.9658423713841
0.26,0.65,25.710975790198916
0.26,0.66,25.458569120058428
0.26,0.67,25.208581781513544
0.26,0.68,24.960974157631654
0.26,0.69,24.715707564177478
0.26,0.7,24.472744220900665
0.26,0.71,24.23204722391523
0.26,0.72,23.993580519149305
0.26,0.73,23.757308876726142
0.26,0.74,23.52319786636224
0.26,0.75,23.291213833637528
0.26,0.76,23.061323877135692
0.26,0.77,22.833495826447347
0.26,0.78,22.607698220899636
0.26,0.79,22.383900289119197
0.26,0.8,22.16207192928414
0.26,0.81,21.94218369007592
0.26,0.82,21.724206752335192
0.26,0.83,21.508112911281046
0.26,0.84,21.293874559426115
0.26,0.85,21.081464670036837
0.26,0.86,20.870856781167333
0.26,0.87,20.662024980228864
0.26,0.88,20.454943889112087
0.26,0.89,20.249588649738598
0.26,0.9,20.045934910165784
0.26,0.91,19.84395881111243
0.26,0.92,19.6436369729347
0.26,0.93,19.444946483021567
0.26,0.94,19.24786488362929
0.26,0.95,19.052370160043267
0.26,0.96,18.858440729187237
0.26,0.97,18.666055428558593
0.26,0.98,18.475193505521133
0.26,0.99,18.285834606928574
0.26,1.0,18.09795876910215
0.27,0.0,52.46554925392536
0.27,0.01,51.85995259382639
0.27,0.02,51.26539985598305
0.27,0.03,50.68153547238842
0.27,0.04,50.10802040083672
0.27,0.05,49.54453112522225
0.27,0.06,48.99075872983724
0.27,0.07,48.446408041405505
0.27,0.08,47.91119683282034
0.27,0.09,47.38485508354847
0.27,0.1,46.86712429174884
0.27,0.11,46.35775683404404
0.27,0.12,45.85651536884069
0.27,0.13,45.36317227992379
0.27,0.14,44.8775091568927
0.27,0.15,44.39931630975178
0.27,0.16,43.928392314913424
0.27,0.17,43.46454359016428
0.27,0.18,43.0075839965736
0.27,0.19,42.55733446511681
0.27,0.2,42.113622646389445
0.27,0.21,41.676282581637736
0.27,0.22,41.24515439352069
0.27,0.23,40.8200839953293
0.27,0.24,40.40092281729068
0.27,0.25,39.98752754871856
0.27,0.26,39.57975989504348
0.27,0.27,39.177486348641935
0.27,0.28,38.780577972485446
0.27,0.29,38.388910195877145
0.27,0.3,38.00236262141539
0.27,0.31,37.62081884239632
0.27,0.32,37.24416627010993
0.27,0.33,36.872295970330924
0.27,0.34,36.505102508362256
0.27,0.35,36.14248380224075
0.27,0.36,35.78434098347617
0.27,0.37,35.43057826494896
0.27,0.38,35.08110281543162
0.27,0.39,34.735824640458304
0.27,0.4,34.39465646910804
0.27,0.41,34.057513646284974
0.27,0.42,33.724314030322375
0.27,0.43,33.394977895476075
0.27,0.44,33.0694278391187
0.27,0.45,32.747588693255864
0.27,0.46,32.42938744026583
0.27,0.47,32.11475313250895
0.27,0.48,31.80361681568047
0.27,0.49,31.495911455591795
0.27,0.5,31.191571868336155
0.27,0.51,30.8905346535405
0.27,0.52,30.592738130626515
0.27,0.53,30.298122277807295
0.27,0.54,30.006628673824764
0.27,0.55,29.718200442171167
0.27,0.56,29.432782197707922
0.27,0.57,29.15031999558778
0.27,0.58,28.870761282272895
0.27,0.59,28.59405484866909
0.27,0.6,28.320150785166504
0.27,0.61,28.04900043857532
0.27,0.62,27.78055637074914
0.27,0.63,27.51477231896297
0.27,0.64,27.25160315784518
0.27,0.65,26.9910048628318
0.27,0.66,26.73293447510048
0.27,0.67,26.47735006781528
0.27,0.68,26.224210713759703
0.27,0.69,25.97347645418438
0.27,0.7,25.725108268854342
0.27,0.71,25.47906804727012
0.27,0.72,25.235318560910684
0.27,0.73,24.993823436590787
0.27,0.74,24.754547130773915
0.27,0.75,24.517454904838132
0.27,0.76,24.282512801285577
0.27,0.77,24.04968762074793
0.27,0.78,23.818946899901448
0.27,0.79,23.590258890136113
0.27,0.8,23.363592536996237
0.27,0.81,23.138917460344317
0.27,0.82,22.916203935253293
0.27,0.83,22.695422873506914
0.27,0.84,22.476545805806722
0.27,0.85,22.25954486456004
0.27,0.86,22.04439276725833
0.27,0.87,21.831062800456493
0.27,0.88,21.619528804222114
0.27,0.89,21.409765157183358
0.27,0.9,21.20174676203635
0.27,0.91,20.995449031541625
0.27,0.92,20.790847874976407
0.27,0.93,20.587919685062275
0.27,0.94,20.38664132525156
0.27,0.95,20.186990117495725
0.27,0.96,19.98894383036901
0.27,0.97,19.792480667579582
0.27,0.98,19.597579256839765
0.27,0.99,19.404218639117232
0.27,1.0,19.212378258159447
0.28,0.0,54.37201865466341
0.28,0.01,53.74946608803299
0.28,0.02,53.13837015528634
0.28,0.03,52.53835896219374
0.28,0.04,51.94907801900234
0.28,0.05,51.370189181539445
0.28,0.06,50.801369671072166
0.28,0.07,50.24231116621189
0.28,0.08,49.69271896044597
0.28,0.09,49.15231117989555
0.28,0.1,48.62081805604004
0.28,0.11,48.09798124905018
0.28,0.12,47.583553217379574
0.28,0.13,47.07729663009559
0.28,0.14,46.57898381832064
0.28,0.15,46.08839626289574
0.28,0.16,45.6053241153582
0.28,0.17,45.12956574963232
0.28,0.18,44.66092734225998
0.28,0.19,44.19922247883022
0.28,0.2,43.74427178485354
0.28,0.21,43.29590257920671
0.28,0.22,42.85394854847107
0.28,0.23,42.41824944079133
0.28,0.24,41.98865077780721
0.28,0.25,41.565003583350915
0.28,0.26,41.14716412786555
0.28,0.27,40.73499368740761
0.28,0.28,40.328358316202525
0.28,0.29,39.92712863195874
0.28,0.3,39.53117961303582
0.28,0.31,39.14039040664329
0.28,0.32,38.75464414746898
0.28,0.33,38.37382778600909
0.28,0.34,37.99783192592986
0.28,0.35,37.626550670016115
0.28,0.36,37.25988147411107
0.28,0.37,36.89772500848977
0.28,0.38,36.53998502636142
0.28,0.39,36.18656823894372
0.28,0.4,35.83738419680674
0.28,0.41,35.49234517700933
0.28,0.42,35.15136607582457
0.28,0.43,34.81436430661944
0.28,0.44,34.48125970267222
0.28,0.45,34.15197442454877
0.28,0.46,33.82643287190558
0.28,0.47,33.504561599370845
0.28,0.48,33.18628923635123
0.28,0.49,32.8715464104547
0.28,0.5,32.56026567445559
0.28,0.51,32.252381436509154
0.28,0.52,31.947829893518247
0.28,0.53,31.64654896738608
0.28,0.54,31.3484782441314
0.28,0.55,31.05355891561078
0.28,0.56,30.76173372379577
0.28,0.57,30.47294690736294
0.28,0.58,30.18714415062334
0.28,0.59,29.9042725345613
0.28,0.6,29.624280489918817
0.28,0.61,29.34711775225071
0.28,0.62,29.072735318764444
0.28,0.63,28.801085406981315
0.28,0.64,28.532121415027575
0.28,0.65,28.265797883560424
0.28,0.66,28.002070459133506
0.28,0.67,27.74089585908746
0.28,0.68,27.482231837773668
0.28,0.69,27.226037154093092
0.28,0.7,26.97227154032356
0.28,0.71,26.720895672064955
0.28,0.72,26.47187113940629
0.28,0.73,26.225160419138206
0.28,0.74,25.980726848008146
0.28,0.75,25.73853459700723
0.28,0.76,25.498548646527524
0.28,0.77,25.260734762512413
0.28,0.78,25.025059473431156
0.28,0.79,24.791490048094204
0.28,0.8,24.5599944742591
0.28,0.81,24.330541438028547
0.28,0.82,24.103100303913607
0.28,0.83,23.877641095664615
0.28,0.84,23.65413447773585
0.28,0.85,23.432551737392657
0.28,0.86,23.212864767471103
0.28,0.87,22.995046049651137
0.28,0.88,22.779068638378362
0.28,0.89,22.564906145285477
0.28,0.9,22.35253272414542
0.28,0.91,22.141923056319285
0.28,0.92,21.933052336718674
0.28,0.93,21.72589626016031
0.28,0.94,21.520431008239882
0.28,0.95,21.316633236592963
0.28,0.96,21.11448006257524
0.28,0.97,20.913949053331635
0.28,0.98,20.71501821427688
0.28,0.99,20.517665977874685
0.28,1.0,20.32187119284049
0.29,0.0,56.27394274878793
0.29,0.01,55.6343811667889
0.29,0.02,55.00669176354853
0.29,0.03,54.39048618922709
0.29,0.04,53.78539438304017
0.29,0.05,53.1910634549663
0.29,0.06,52.60715665095887
0.29,0.07,52.0333523945057
0.29,0.08,51.46934339773685
0.29,0.09,50.91483583631822
0.29,0.1,50.36954858256718
0.29,0.11,49.83321249213577
0.29,0.12,49.30556973966776
0.29,0.13,48.786373199666116
0.29,0.14,48.27538586873936
0.29,0.15,47.77238032618823
0.29,0.16,47.27713822970736
0.29,0.17,46.78944984370162
0.29,0.18,46.30911359763854
0.29,0.19,45.835935672135975
0.29,0.2,45.3697296108474
0.29,0.21,44.91031595617926
0.29,0.22,44.457521907064006
0.29,0.23,44.01118099736499
0.29,0.24,43.571132793244374
0.29,0.25,43.13722260835527
0.29,0.26,42.70930123553819
0.29,0.27,42.28722469383155
0.29,0.28,41.87085398989723
0.29,0.29,41.460054892818675
0.29,0.3,41.05469772132386
0.29,0.31,40.654657142765075
0.29,0.32,40.25981198296614
0.29,0.33,39.87004504632375
0.29,0.34,39.48524294541613
0.29,0.35,39.10529593963497
0.29,0.36,38.73009778222337
0.29,0.37,38.35954557514265
0.29,0.38,37.99353963141317
0.29,0.39,37.63198334441432
0.29,0.4,37.274783063658504
0.29,0.41,36.921847976805964
0.29,0.42,36.57308999742412
0.29,0.43,36.22842365824948
0.29,0.44,35.88776600952116
0.29,0.45,35.55103652224318
0.29,0.46,35.218156995975676
0.29,0.47,34.889051470989614
0.29,0.48,34.56364614443066
0.29,0.49,34.24186929041588
0.29,0.5,33.92365118372885
0.29,0.51,33.608924027008186
0.29,0.52,33.29762188112687
0.29,0.53,32.98968059874039
0.29,0.54,32.68503776071532
0.29,0.55,32.38363261537984
0.29,0.56,32.085406020326616
0.29,0.57,31.790300386797128
0.29,0.58,31.498259626391132
0.29,0.59,31.209229100029688
0.29,0.6,30.923155569088465
0.29,0.61,30.63998714849373
0.29,0.62,30.359673261823048
0.29,0.63,30.082164598203576
0.29,0.64,29.807413070961843
0.29,0.65,29.535371777966702
0.29,0.66,29.265994963494222
0.29,0.67,28.999237981668784
0.29,0.68,28.735057261307077
0.29,0.69,28.473410272136107
0.29,0.7,28.21425549234789
0.29,0.71,27.957552377341017
0.29,0.72,27.703261329718202
0.29,0.73,27.451343670386734
0.29,0.74,27.201761610746075
0.29,0.75,26.954478225943944
0.29,0.76,26.709457429059967
0.29,0.77,26.466663946305232
0.29,0.78,26.226063293092693
0.29,0.79,25.987621750976302
0.29,0.8,25.751306345453372
0.29,0.81,25.51708482449169
0.29,0.82,25.28492563789206
0.29,0.83,25.05479791733984
0.29,0.84,24.826671457163627
0.29,0.85,24.600516695757563
0.29,0.86,24.376304697673902
0.29,0.87,24.15400713627116
0.29,0.88,23.93359627701642
0.29,0.89,23.71504496131911
0.29,0.9,23.49832659091078
0.29,0.91,23.283415112779892
0.29,0.92,23.070285004535435
0.29,0.93,22.85891126032982
0.29,0.94,22.649269377202813
0.29,0.95,22.44133534187864
0.29,0.96,22.235085617984964
0.29,0.97,22.03049713371439
0.29,0.98,21.827547269813522
0.29,0.99,21.626213848024918
0.29,1.0,21.426475119856093
0.3,0.0,58.17105745889023
0.3,0.01,57.51444708494864
0.3,0.02,56.87012654909074
0.3,0.03,56.23769096544072
0.3,0.04,55.616754623624615
0.3,0.05,55.006949811200855
0.3,0.06,54.4079257244702
0.3,0.07,53.81934745967652
0.3,0.08,53.240895077863456
0.3,0.09,52.67226273683093
0.3,0.1,52.1131578847274
0.3,0.11,51.56330051003738
0.3,0.12,51.02242244328539
0.3,0.13,50.49026670640188
0.3,0.14,49.96658690573588
0.3,0.15,49.45114666547079
0.3,0.16,48.943719098068584
0.3,0.17,48.444086309070826
0.3,0.18,47.95203893354568
0.3,0.19,47.46737570175077
0.3,0.2,46.98990303199594
0.3,0.21,46.51943464849569
0.3,0.22,46.0557912225849
0.3,0.23,45.5988000355303
0.3,0.24,45.1482946613512
0.3,0.25,44.70411466837328
0.3,0.26,44.26610533813982
0.3,0.27,43.83411740043715
0.3,0.28,43.40800678346261
0.3,0.29,42.98763437804894
0.3,0.3,42.572865814955264
0.3,0.31,42.16357125449167
0.3,0.32,41.75962518760457
0.3,0.33,41.360906247626986
0.3,0.34,40.96729703215158
0.3,0.35,40.57868393426861
0.3,0.36,40.19495698266468
0.3,0.37,39.816009689940984
0.3,0.38,39.441738908760556
0.3,0.39,39.072044695295915
0.3,0.4,38.70683017947704
0.3,0.41,38.346001441768976
0.3,0.42,37.989467395979545
0.3,0.43,37.63713967782621
0.3,0.44,37.288932538830466
0.3,0.45,36.94476274536174
0.3,0.46,36.604549482433924
0.3,0.47,36.26821426206345
0.3,0.48,35.935680835838696
0.3,0.49,35.606875111591876
0.3,0.5,35.28172507384687
0.3,0.51,34.96016070791359
0.3,0.52,34.6421139273354
0.3,0.53,34.327518504637055
0.3,0.54,34.01631000509309
0.3,0.55,33.70842572343969
0.3,0.56,33.40380462326971
0.3,0.57,33.1023872791103
0.3,0.58,32.804115820932395
0.3,0.59,32.508933881055896
0.3,0.6,32.21678654321187
0.3,0.61,31.927620293808218
0.3,0.62,31.64138297516979
0.3,0.63,31.358023740699082
0.3,0.64,31.07749301189648
0.3,0.65,30.799742437046348
0.3,0.66,30.5247248516323
0.3,0.67,30.252394240287913
0.3,0.68,29.98270570025096
0.3,0.69,29.715615406280676
0.3,0.7,29.45108057687196
0.3,0.71,29.189059441842744
0.3,0.72,28.929511211125487
0.3,0.73,28.672396044746108
0.3,0.74,28.417675023967774
0.3,0.75,28.16531012344808
0.3,0.76,27.915264184501893
0.3,0.77,27.667500889314056
0.3,0.78,27.421984736098295
0.3,0.79,27.178681015194968
0.3,0.8,26.937555785958807
0.3,0.81,26.69857585455412
0.3,0.82,26.461708752499362
0.3,0.83,26.22692271598021
0.3,0.84,25.994186665884058
0.3,0.85,25.763470188560348
0.3,0.86,25.53474351718677
0.3,0.87,25.30797751384216
0.3,0.88,25.083143652158014
0.3,0.89,24.86021400056029
0.3,0.9,24.63916120611276
0.3,0.91,24.419958478826345
0.3,0.92,24.20257957657219
0.3,0.93,23.986998790450798
0.3,0.94,23.77319093065188
0.3,0.95,23.5611313127705
0.3,0.96,23.350795744599736
0.3,0.97,23.14216051328117
0.3,0.98,22.935202372940807
0.3,0.99,22.7298985326795
0.3,1.0,22.52622664495277
0.31,0.0,60.063090257637725
0.31,0.01,59.38940516728047
0.31,0.02,58.72842893082549
0.31,0.03,58.07974009818736
0.31,0.04,57.442937278695126
0.31,0.05,56.81763790491465
0.31,0.06,56.2034770894752
0.31,0.07,55.600106566464035
0.31,0.08,55.00719371027725
0.31,0.09,54.42442062504506
0.31,0.1,53.85148329890376
0.31,0.11,53.28809081745982
0.31,0.12,52.733964631772324
0.31,0.13,52.18883787631904
0.31,0.14,51.65245473289178
0.31,0.15,51.12456983693016
0.31,0.16,50.6049477227686
0.31,0.17,50.09336230501026
0.31,0.18,49.589596393036345
0.31,0.19,49.093441236350316
0.31,0.2,48.604696098362695
0.31,0.21,48.1231678564709
0.31,0.22,47.64867062664541
0.31,0.23,47.18102541068333
0.31,0.24,46.720059764467806
0.31,0.25,46.26560748587224
0.31,0.26,45.81750832087363
0.31,0.27,45.37560768657619
0.31,0.28,44.93975641010422
0.31,0.29,44.50981048223326
0.31,0.3,44.08563082472915
0.31,0.31,43.66708307060219
0.31,0.32,43.25403735637343
0.31,0.33,42.84636812552441
0.31,0.34,42.44395394253257
0.31,0.35,42.04667731676159
0.31,0.36,41.654424535527426
0.31,0.37,41.26708550590973
0.31,0.38,40.88455360465241
0.31,0.39,40.50672553574361
0.31,0.4,40.13350119511699
0.31,0.41,39.764783542164935
0.31,0.42,39.400478477608374
0.31,0.43,39.04049472728241
0.31,0.44,38.68474373163929
0.31,0.45,38.333139540516584
0.31,0.46,37.98559871295947
0.31,0.47,37.64204022170168
0.31,0.48,37.30238536218718
0.31,0.49,36.96655766576362
0.31,0.5,36.63448281690569
0.31,0.51,36.30608857413648
0.31,0.52,35.98130469459312
0.31,0.53,35.66006286192061
0.31,0.54,35.34229661740949
0.31,0.55,35.02794129408608
0.31,0.56,34.71693395375678
0.31,0.57,34.40921332673287
0.31,0.58,34.104719754143105
0.31,0.59,33.80339513273026
0.31,0.6,33.50518286191317
0.31,0.61,33.21002779313005
0.31,0.62,32.91787618124215
0.31,0.63,32.628675637982724
0.31,0.64,32.34237508723032
0.31,0.65,32.05892472217556
0.31,0.66,31.77827596416762
0.31,0.67,31.500381423205056
0.31,0.68,31.22519486002568
0.31,0.69,30.95267114961291
0.31,0.7,30.682766246202277
0.31,0.71,30.415437149600905
0.31,0.72,30.150641872803533
0.31,0.73,29.888339410877677
0.31,0.74,29.628489710952806
0.31,0.75,29.371053643415394
0.31,0.76,29.115992974136418
0.31,0.77,28.86327033772949
0.31,0.78,28.61284921182954
0.31,0.79,28.364693892231628
0.31,0.8,28.118769469014353
0.31,0.81,27.875041803478553
0.31,0.82,27.633477505919757
0.31,0.83,27.39404391418384
0.31,0.84,27.156709073009893
0.31,0.85,26.92144171403089
0.31,0.86,26.68821123653953
0.31,0.87,26.45698768888144
0.31,0.88,26.227741750487894
0.31,0.89,26.000444714558284
0.31,0.9,25.77506847125045
0.31,0.91,25.551585491520086
0.31,0.92,25.329968811455785
0.31,0.93,25.110192017144016
0.31,0.94,24.892229230027112
0.31,0.95,24.676055092774618
0.31,0.96,24.461644755544967
0.31,0.97,24.248973862766263
0.31,0.98,24.0380185403028
0.31,0.99,23.828755383040516
0.31,1.0,23.621161442860966
0.32,0.0,61.94976040052779
0.32,0.01,61.2589890226032
0.32,0.02,60.58134607537045
0.32,0.03,59.91639357177837
0.32,0.04,59.263714460879555
0.32,0.05,58.62291133416073
0.32,0.06,57.9936052293063
0.32,0.07,57.375434522584385
