eps_s,eps_t,Equilibrium Temperature Difference (T_eq - T_atm)
0.46,0.8,45.247984221081595
0.46,0.81,44.93473981809183
0.46,0.82,44.62440866915466
0.46,0.83,44.31694473320198
0.46,0.84,44.01230300423953
0.46,0.85,43.7104394812435
0.46,0.86,43.41131113912894
0.46,0.87,43.114875900770755
0.46,0.88,42.82109260994463
0.46,0.89,42.529921005276435
0.46,0.9,42.24132169505731
0.46,0.91,41.95525613292733
0.46,0.92,41.67168659441802
0.46,0.93,41.39057615423144
0.46,0.94,41.11188866435174
0.46,0.95,40.83558873285398
0.46,0.96,40.561641703423504
0.46,0.97,40.29001363557808
0.46,0.98,40.02067128548697
0.46,0.99,39.75358208747798
0.46,1.0,39.48871413610527
0.47,0.0,89.39477256981479
0.47,0.01,88.45723747796387
0.47,0.02,87.53857107020474
0.47,0.03,86.63813407692743
0.47,0.04,85.75531683741815
0.47,0.05,84.88953761666238
0.47,0.06,84.04024103154194
0.47,0.07,83.20689657862818
0.47,0.08,82.38899725670183
0.47,0.09,81.58605827719987
0.47,0.1,80.79761585667126
0.47,0.11,80.02322608532785
0.47,0.12,79.2624638666262
0.47,0.13,78.51492192274173
0.47,0.14,77.78020986157867
0.47,0.15,77.05795330099079
0.47,0.16,76.34779304626039
0.47,0.17,75.64938431734959
0.47,0.18,74.96239602236415
0.47,0.19,74.28651007428391
0.47,0.2,73.62142074797703
0.47,0.21,72.96683407477161
0.47,0.22,72.32246727224566
0.47,0.23,71.68804820672102
0.47,0.24,71.06331488650488
0.47,0.25,70.44801498379763
0.47,0.26,69.84190538336719
0.47,0.27,69.24475175640185
0.47,0.28,68.6563281578683
0.47,0.29,68.07641664583855
0.47,0.3,67.50480692153332
0.47,0.31,66.94129598872269
0.47,0.32,66.38568783123264
0.47,0.33,65.83779310757603
0.47,0.34,65.29742886159545
0.47,0.35,64.76441824808774
0.47,0.36,64.23859027265934
0.47,0.37,63.71977954483788
0.47,0.38,63.20782604374392
0.47,0.39,62.702574895486975
0.47,0.4,62.20387616172417
0.47,0.41,61.71158463868062
0.47,0.42,61.22555966596184
0.47,0.43,60.74566494475181
0.47,0.44,60.27176836473603
0.47,0.45,59.803741839354416
0.47,0.46,59.34146114880798
0.47,0.47,58.88480579053595
0.47,0.48,58.43365883663438
0.47,0.49,57.98790679792637
0.47,0.5,57.54743949421646
0.47,0.51,57.11214993053744
0.47,0.52,56.681934178955316
0.47,0.53,56.256691265725465
0.47,0.54,55.83632306340871
0.47,0.55,55.42073418783275
0.47,0.56,55.009831899530354
0.47,0.57,54.6035260095141
0.47,0.58,54.201728789048275
0.47,0.59,53.80435488337213
0.47,0.6,53.41132122905276
0.47,0.61,53.02254697483511
0.47,0.62,52.63795340583994
0.47,0.63,52.25746387085644
0.47,0.64,51.88100371270548
0.47,0.65,51.50850020141729
0.47,0.66,51.139882470174996
0.47,0.67,50.77508145377044
0.47,0.68,50.41402982961364
0.47,0.69,50.05666196104835
0.47,0.7,49.702913842914654
0.47,0.71,49.3527230492835
0.47,0.72,49.00602868316014
0.47,0.73,48.66277132821142
0.47,0.74,48.322893002310025
0.47,0.75,47.986337112856745
0.47,0.76,47.653048413829254
0.47,0.77,47.32297296438321
0.47,0.78,46.99605808907444
0.47,0.79,46.672252339521265
0.47,0.8,46.35150545748576
0.47,0.81,46.03376833933925
0.47,0.82,45.71899300175835
0.47,0.83,45.407132548732136
0.47,0.84,45.09814113971839
0.47,0.85,44.79197395893988
0.47,0.86,44.48858718580061
0.47,0.87,44.187937966281254
0.47,0.88,43.88998438540625
0.47,0.89,43.59468544063185
0.47,0.9,43.302001016157305
0.47,0.91,43.01189185814883
0.47,0.92,42.72431955074671
0.47,0.93,42.43924649295582
0.47,0.94,42.1566358762779
0.47,0.95,41.87645166309744
0.47,0.96,41.59865856581342
0.47,0.97,41.323222026606516
0.47,0.98,41.05010819793438
0.47,0.99,40.7792839236231
0.47,1.0,40.510716720618404
0.48,0.0,91.15238359636527
0.48,0.01,90.19980302761212
0.48,0.02,89.26639355365569
0.48,0.03,88.35150854182473
0.48,0.04,87.45453101905048
0.48,0.05,86.57487201399817
0.48,0.06,85.71196900374173
0.48,0.07,84.86528445833125
0.48,0.08,84.03430447650044
0.48,0.09,83.21853750664178
0.48,0.1,82.41751314723706
0.48,0.11,81.63078102138456
0.48,0.12,80.85790972059152
0.48,0.13,80.0984858130015
0.48,0.14,79.3521129119452
0.48,0.15,78.61841080057559
0.48,0.16,77.89701460902779
0.48,0.17,77.1875740405269
0.48,0.18,76.48975264316152
0.48,0.19,75.80322712445889
0.48,0.2,75.12768670575997
0.48,0.21,74.46283251397102
0.48,0.22,73.80837700817784
0.48,0.23,73.16404343882863
0.48,0.24,72.52956533750444
0.48,0.25,71.90468603525699
0.48,0.26,71.28915820765803
0.48,0.27,70.68274344498019
0.48,0.28,70.085211845873
0.48,0.29,69.4963416330275
0.48,0.3,68.91591878957246
0.48,0.31,68.34373671487015
0.48,0.32,67.77959589848064
0.48,0.33,67.22330361130099
0.48,0.34,66.67467361278608
0.48,0.35,66.13352587323851
0.48,0.36,65.59968631038839
0.48,0.37,65.07298653936027
0.48,0.38,64.55326363518094
0.48,0.39,64.04035990724071
0.48,0.4,63.5341226848966
0.48,0.41,63.03440411366404
0.48,0.42,62.54106096129533
0.48,0.43,62.05395443330809
0.48,0.44,61.572949997378316
0.48,0.45,61.09791721603074
0.48,0.46,60.62872958732527
0.48,0.47,60.165264392965014
0.48,0.48,59.70740255352018
0.48,0.49,59.255028490261225
0.48,0.5,58.80802999340494
0.48,0.51,58.36629809630034
0.48,0.52,57.929726955338026
0.48,0.53,57.498213735157094
0.48,0.54,57.07165849903663
0.48,0.55,56.649964104075195
0.48,0.56,56.23303610096127
0.48,0.57,55.820782638125536
0.48,0.58,55.4131143699646
0.48,0.59,55.00994436905518
0.48,0.6,54.61118804205557
0.48,0.61,54.216763049193105
0.48,0.62,53.826589227050704
0.48,0.63,53.44058851463484
0.48,0.64,53.058684882453065
0.48,0.65,52.680804264498136
0.48,0.66,52.30687449302434
0.48,0.67,51.936825235897686
0.48,0.68,51.57058793651896
0.48,0.69,51.20809575609587
0.48,0.7,50.84928351824044
0.48,0.71,50.494087655661815
0.48,0.72,50.142446159018846
0.48,0.73,49.79429852770659
0.48,0.74,49.449585722537336
0.48,0.75,49.10825012026078
0.48,0.76,48.77023546973578
0.48,0.77,48.43548684982977
0.48,0.78,48.103950628849475
0.48,0.79,47.77557442548249
0.48,0.8,47.45030707121134
0.48,0.81,47.128098574035846
0.48,0.82,46.80890008359137
0.48,0.83,46.492663857487514
0.48,0.84,46.17934322885935
0.48,0.85,45.86889257510916
0.48,0.86,45.56126728768834
0.48,0.87,45.25642374301833
0.48,0.88,44.95431927438932
0.48,0.89,44.654912144839955
0.48,0.9,44.35816152100506
0.48,0.91,44.06402744779672
0.48,0.92,43.77247082402107
0.48,0.93,43.48345337878317
0.48,0.94,43.19693764869152
0.48,0.95,42.91288695585246
0.48,0.96,42.631265386541145
0.48,0.97,42.352037770641516
0.48,0.98,42.075169661720906
0.48,0.99,41.80062731780026
0.48,1.0,41.52837768267045
0.49,0.0,92.89905318139046
0.49,0.01,91.93169886240753
0.49,0.02,90.98380285363908
0.49,0.03,90.05471223514127
0.49,0.04,89.14380371032428
0.49,0.05,88.25048198100791
0.49,0.06,87.37417822169078
0.49,0.07,86.5143486470958
0.49,0.08,85.67047316692134
0.49,0.09,84.84205412249156
0.49,0.1,84.02861509985706
0.49,0.11,83.22969981467065
0.49,0.12,82.44487106398464
0.49,0.13,81.67370974084622
0.49,0.14,80.91581390753402
0.49,0.15,80.1707979236017
0.49,0.16,79.43829162533831
0.49,0.17,78.71793955312796
0.49,0.18,78.00940022380149
0.49,0.19,77.312345445002
0.49,0.2,76.62645966882843
0.49,0.21,75.95143938240363
0.49,0.22,75.28699253281457
0.49,0.23,74.63283798443655
0.49,0.24,73.98870500651168
0.49,0.25,73.35433278903452
0.49,0.26,72.72946998530557
0.49,0.27,72.11387427942543
0.49,0.28,71.50731197713799
0.49,0.29,70.90955761871584
0.49,0.3,70.32039361247308
0.49,0.31,69.73960988760092
0.49,0.32,69.16700356528861
0.49,0.33,68.60237864696745
0.49,0.34,68.0455457185958
0.49,0.35,67.49632167018399
0.49,0.36,66.95452942953813
0.49,0.37,66.4199977094795
0.49,0.38,65.89256076766196
0.49,0.39,65.37205817838014
0.49,0.4,64.85833461562726
0.49,0.41,64.35123964669936
0.49,0.42,63.85062753589375
0.49,0.43,63.35635705761365
0.49,0.44,62.86829131844297
0.49,0.45,62.386297587593106
0.49,0.46,61.91024713539548
0.49,0.47,61.44001507929232
0.49,0.48,60.97548023700023
0.49,0.49,60.51652498636298
0.49,0.5,60.06303513166404
0.49,0.51,59.61489977595261
0.49,0.52,59.17201119914381
0.49,0.53,58.734264741493405
0.49,0.54,58.301558692297306
0.49,0.55,57.87379418343943
0.49,0.56,57.45087508762151
0.49,0.57,57.03270792093099
0.49,0.58,56.61920174966701
0.49,0.59,56.210268101095494
0.49,0.6,55.805820878027134
0.49,0.61,55.40577627690993
0.49,0.62,55.010052709420904
0.49,0.63,54.61857072726281
0.49,0.64,54.231252950057865
0.49,0.65,53.84802399621674
0.49,0.66,53.46881041654598
0.49,0.67,53.09354063059834
0.49,0.68,52.722144865530026
0.49,0.69,52.354555097389095
0.49,0.7,51.99070499474482
0.49,0.71,51.630529864467974
0.49,0.72,51.27396659967974
0.49,0.73,50.92095362967109
0.49,0.74,50.571430871787186
0.49,0.75,50.22533968506593
0.49,0.76,49.88262282571554
0.49,0.77,49.54322440421936
0.49,0.78,49.2070898440457
0.49,0.79,48.874165841924366
0.49,0.8,48.54440032951118
0.49,0.81,48.21774243653692
0.49,0.82,47.89414245525171
0.49,0.83,47.57355180615781
0.49,0.84,47.255923005005286
0.49,0.85,46.941209630892956
0.49,0.86,46.629366295577825
0.49,0.87,46.32034861382169
0.49,0.88,46.01411317477965
0.49,0.89,45.710617514413684
0.49,0.9,45.40982008879223
0.49,0.91,45.111680248380196
0.49,0.92,44.81615821316535
0.49,0.93,44.523215048631926
0.49,0.94,44.23281264257133
0.49,0.95,43.944913682610775
0.49,0.96,43.65948163455482
0.49,0.97,43.37648072140058
0.49,0.98,43.09587590308769
0.49,0.99,42.81763285683019
0.49,1.0,42.54171795817814
0.5,0.0,94.63444433308877
0.5,0.01,93.65260380268023
0.5,0.02,92.69049283723751
0.5,0.03,91.74745334326275
0.5,0.04,90.8228567260415
0.5,0.05,89.91610230517153
0.5,0.06,89.02661582343535
0.5,0.07,88.1538480436011
0.5,0.08,87.29727342797128
0.5,0.09,86.45638889589708
0.5,0.1,85.630712654381
0.5,0.11,84.81978309751457
0.5,0.12,84.02315777032771
0.5,0.13,83.24041239328375
0.5,0.14,82.47113994344426
0.5,0.15,81.71494978896419
0.5,0.16,80.97146687349868
0.5,0.17,80.24033094736694
0.5,0.18,79.52119584270287
0.5,0.19,78.81372878965055
0.5,0.2,78.11760977122901
0.5,0.21,77.43253091437253
0.5,0.22,76.75819591486305
0.5,0.23,76.09431949417063
0.5,0.24,75.44062688616884
0.5,0.25,74.79685335184871
0.5,0.26,74.16274372042545
0.5,0.27,73.53805195516946
0.5,0.28,72.92254074242169
0.5,0.29,72.31598110249882
0.5,0.3,71.71815202111657
0.5,0.31,71.1288401000624
0.5,0.32,70.54783922608101
0.5,0.33,69.9749502568402
0.5,0.34,69.40998072292473
0.5,0.35,68.8527445450373
0.5,0.36,68.30306176546571
0.5,0.37,67.76075829293342
0.5,0.38,67.22566566020527
0.5,0.39,66.69762079360402
0.5,0.4,66.17646579384586
0.5,0.41,65.6620477274655
0.5,0.42,65.1542184283544
0.5,0.43,64.65283430879776
0.5,0.44,64.15775617942012
0.5,0.45,63.6688490776973
0.5,0.46,63.185982104443326
0.5,0.47,62.709028267932354
0.5,0.48,62.237864335134816
0.5,0.49,61.772370689833906
0.5,0.5,61.31243119713753
0.5,0.51,60.85793307413917
0.5,0.52,60.40876676629415
0.5,0.53,59.96482582936079
0.5,0.54,59.52600681649864
0.5,0.55,59.09220917035145
0.5,0.56,58.66333511974278
0.5,0.57,58.239289580906586
0.5,0.58,57.81998006290337
0.5,0.59,57.405316577060205
0.5,0.6,56.995211550260706
0.5,0.61,56.58957974180805
0.5,0.62,56.1883381638101
0.5,0.63,55.79140600481179
0.5,0.64,55.398704556601615
0.5,0.65,55.010157143926506
0.5,0.66,54.625689057125385
0.5,0.67,54.24522748742771
0.5,0.68,53.868701464834714
0.5,0.69,53.49604179849058
0.5,0.7,53.12718101933666
0.5,0.71,52.7620533250726
0.5,0.72,52.40059452721647
0.5,0.73,52.042742000208705
0.5,0.74,51.68843463248942
0.5,0.75,51.33761277938032
0.5,0.76,50.990218217806614
0.5,0.77,50.64619410267687
0.5,0.78,50.305484924934376
0.5,0.79,49.96803647108027
0.5,0.8,49.63379578427282
0.5,0.81,49.30271112680066
0.5,0.82,48.97473194392251
0.5,0.83,48.64980882904638
0.5,0.84,48.32789349008084
0.5,0.85,48.008938717067224
0.5,0.86,47.69289835091212
0.5,0.87,47.379727253222654
0.5,0.88,47.069381277229525
0.5,0.89,46.76181723964794
0.5,0.9,46.45699289358788
0.5,0.91,46.154866902349966
0.5,0.92,45.85539881411938
0.5,0.93,45.55854903754425
0.5,0.94,45.26427881807666
0.5,0.95,44.97255021517162
0.5,0.96,44.68332608020057
0.5,0.97,44.39657003514037
0.5,0.98,44.112246451881106
0.5,0.99,43.830320432302415
0.5,1.0,43.55075778893621
0.51,0.0,96.35822435171787
0.51,0.01,95.36220045173417
0.51,0.02,94.3861606995203
0.51,0.03,93.42944297363749
0.51,0.04,92.49141443784492
0.51,0.05,91.57147000460793
0.51,0.06,90.66903088533974
0.51,0.07,89.78354322265824
0.51,0.08,88.91447680050118
0.51,0.09,88.06132382759353
0.51,0.1,87.22359779039493
0.51,0.11,86.40083237132501
0.51,0.12,85.5925804286972
0.51,0.13,84.79841303464906
0.51,0.14,84.01791856760792
0.51,0.15,83.250701856202
0.51,0.16,82.496383371344
0.51,0.17,81.75459846377657
0.51,0.18,81.0249966442559
0.51,0.19,80.30724090375969
0.51,0.2,79.60100707145915
0.51,0.21,78.90598320797159
0.51,0.22,78.22186903195632
0.51,0.23,77.54837537795561
0.51,0.24,76.88522368355501
0.51,0.25,76.23214550423216
0.51,0.26,75.58888205416537
0.51,0.27,74.95518377140542
0.51,0.28,74.33080990608738
0.51,0.29,73.71552813025016
0.51,0.3,73.10911416793982
0.51,0.31,72.51135144453121
0.51,0.32,71.922030754079
0.51,0.33,71.34094994359265
0.51,0.34,70.7679136133977
0.51,0.35,70.2027328325388
0.51,0.36,69.64522486844555
0.51,0.37,69.0952129299609
0.51,0.38,68.55252592308625
0.51,0.39,68.01699821867737
0.51,0.4,67.4884694313622
0.51,0.41,66.96678420919153
0.51,0.42,66.45179203331514
0.51,0.43,65.94334702721409
0.51,0.44,65.4413077748734
0.51,0.45,64.94553714752658
0.51,0.46,64.45590213845924
0.51,0.47,63.97227370536484
0.51,0.48,63.4945266200088
0.51,0.49,63.02253932467846
0.51,0.5,62.556193795163836
0.51,0.51,62.09537540980034
0.51,0.52,61.63997282442648
0.51,0.53,61.18987785282104
0.51,0.54,60.74498535239047
0.51,0.55,60.30519311486347
0.51,0.56,59.870401761653625
0.51,0.57,59.440514643778215
0.51,0.58,59.01543774600424
0.51,0.59,58.595079595090795
0.51,0.6,58.179351171822645
0.51,0.61,57.76816582678572
0.51,0.62,57.36143919958886
0.51,0.63,56.95908914145616
0.51,0.64,56.561035640903526
0.51,0.65,56.16720075251709
0.51,0.66,55.77750852855735
0.51,0.67,55.39188495330478
0.51,0.68,55.010257880049096
0.51,0.69,54.632556970497376
0.51,0.7,54.25871363663339
0.51,0.71,53.88866098480156
0.51,0.72,53.52233376195852
0.51,0.73,53.159668304019135
0.51,0.74,52.80060248611437
0.51,0.75,52.44507567480099
0.51,0.76,52.093028682036845
0.51,0.77,51.744403720881905
0.51,0.78,51.3991443628729
0.51,0.79,51.057195496917245
0.51,0.8,50.71850328975586
0.51,0.81,50.383015147828644
0.51,0.82,50.050679680566475
0.51,0.83,49.72144666492403
0.51,0.84,49.395267011270164
0.51,0.85,49.07209273044191
0.51,0.86,48.75187690196759
0.51,0.87,48.43457364343982
0.51,0.88,48.12013808088233
0.51,0.89,47.80852632022646
0.51,0.9,47.499695419725015
0.51,0.91,47.19360336331624
0.51,0.92,46.890209034922634
0.51,0.93,46.589472193557356
0.51,0.94,46.29135344933718
0.51,0.95,45.99581424025092
0.51,0.96,45.702816809746594
0.51,0.97,45.41232418497583
0.51,0.98,45.12430015584658
0.51,0.99,44.8387092546979
0.51,1.0,44.55551673668691
0.52,0.0,98.0700657288669
0.52,0.01,97.0601760302037
0.52,0.02,96.07050773791502
0.52,0.03,95.10039587375024
0.52,0.04,94.1492044421168
0.52,0.05,93.21632494881288
0.52,0.06,92.30117499921113
0.52,0.07,91.40319697212436
0.52,0.08,90.52185676594581
0.52,0.09,89.65664261329664
0.52,0.1,88.80706396087243
0.52,0.11,87.97265041085785
0.52,0.12,87.15295072081449
0.52,0.13,86.34753185862127
0.52,0.14,85.55597810959961
0.52,0.15,84.77789023279246
0.52,0.16,84.01288466356567
0.52,0.17,83.2605927600286
0.52,0.18,82.52066009055147
0.52,0.19,81.79274576018105
0.52,0.2,81.07652177360671
0.52,0.21,80.37167243250752
0.52,0.22,79.67789376538786
0.52,0.23,78.99489298793759
0.52,0.24,78.3223879920887
0.52,0.25,77.66010686224791
0.52,0.26,77.00778741691556
0.52,0.27,76.3651767744102
0.52,0.28,75.73203094121106
0.52,0.29,75.10811442154767
0.52,0.3,74.49319984716772
0.52,0.31,73.88706762598889
0.52,0.32,73.28950560864286
0.52,0.33,72.70030877179579
0.52,0.34,72.11927891740942
0.52,0.35,71.5462243869834
0.52,0.36,70.98095978988096
0.52,0.37,70.42330574507213
0.52,0.38,69.87308863548446
0.52,0.39,69.33014037419377
0.52,0.4,68.79429818195666
0.52,0.41,68.26540437533009
0.52,0.42,67.74330616489391
0.52,0.43,67.22785546292005
0.52,0.44,66.7189087001197
0.52,0.45,66.21632665086679
0.52,0.46,65.71997426652928
0.52,0.47,65.22972051637765
0.52,0.48,64.74543823580376
0.52,0.49,64.26700398135887
0.52,0.5,63.79429789233575
0.52,0.51,63.32720355845754
0.52,0.52,62.865607893489255
0.52,0.53,62.409401014362345
0.52,0.54,61.95847612561289
0.52,0.55,61.51272940876186
0.52,0.56,61.07205991652654
0.52,0.57,60.636369471507805
0.52,0.58,60.20556256922055
0.52,0.59,59.77954628513646
0.52,0.6,59.35823018569681
0.52,0.61,58.94152624298101
0.52,0.62,58.52934875290231
0.52,0.63,58.12161425678494
0.52,0.64,57.718241466074915
0.52,0.65,57.31915119016003
0.52,0.66,56.92426626704736
0.52,0.67,56.53351149685011
0.52,0.68,56.14681357783485
0.52,0.69,55.764101045066695
0.52,0.7,55.38530421141047
0.52,0.71,55.01035511082682
0.52,0.72,54.63918744388741
0.52,0.73,54.27173652531235
0.52,0.74,53.90793923357688
0.52,0.75,53.547733962385394
0.52,0.76,53.191060573973004
0.52,0.77,52.837860354178645
0.52,0.78,52.48807596912502
0.52,0.79,52.14165142356063
0.52,0.8,51.79853202069171
0.52,0.81,51.45866432347947
0.52,0.82,51.12199611736219
0.52,0.83,50.788476374262814
0.52,0.84,50.45805521794034
0.52,0.85,50.130683890532225
0.52,0.86,49.806314720319676
0.52,0.87,49.4849010905445
0.52,0.88,49.16639740939803
0.52,0.89,48.8507590810014
0.52,0.9,48.537942477389606
0.52,0.91,48.22790491148277
0.52,0.92,47.92060461091228
0.52,0.93,47.6160006928024
0.52,0.94,47.31405313935181
0.52,0.95,47.014722774277175
0.52,0.96,46.71797123995452
0.52,0.97,46.42376097541006
0.52,0.98,46.132055194970576
0.52,0.99,45.84281786766178
0.52,1.0,45.556013697186756
0.53,0.0,99.76964703718795
0.53,0.01,98.74622320346475
0.53,0.02,97.74324012187628
0.53,0.03,96.76003114727138
0.53,0.04,95.79595822646036
0.53,0.05,94.85041047913018
0.53,0.06,93.92280285021985
0.53,0.07,93.01257483134606
0.53,0.08,92.11918924826585
0.53,0.09,91.24213111177806
0.53,0.1,90.38090652894385
0.53,0.11,89.53504167198071
0.53,0.12,88.70408180190049
0.53,0.13,87.88759034409509
0.53,0.14,87.08514801334286
0.53,0.15,86.29635198543667
0.53,0.16,85.52081511312451
0.53,0.17,84.75816518387387
0.53,0.18,84.00804421713013
0.53,0.19,83.27010779904032
0.53,0.2,82.54402445235729
0.53,0.21,81.8294750397452
0.53,0.22,81.12615219852148
0.53,0.23,80.43375980501781
0.53,0.24,79.7520124670142
0.53,0.25,79.08063504258547
0.53,0.26,78.41936218382159
0.53,0.27,77.76793790413353
0.53,0.28,77.12611516774643
0.53,0.29,76.49365550007803
0.53,0.3,75.87032861794688
0.53,0.31,75.25591207843087
0.53,0.32,74.65019094527554
0.53,0.33,74.0529574719996
0.53,0.34,73.46401080070058
0.53,0.35,72.88315667562438
0.53,0.36,72.31020717083504
0.53,0.37,71.74498043107718
0.53,0.38,71.18730042519911
0.53,0.39,70.63699671134964
0.53,0.4,70.09390421343232
0.53,0.41,69.5578630081531
0.53,0.42,69.02871812201789
0.53,0.43,68.50631933790572
0.53,0.44,67.99052101057174
0.53,0.45,67.48118189070505
0.53,0.46,66.97816495697413
0.53,0.47,66.48133725579237
0.53,0.48,65.9905697482784
0.53,0.49,65.50573716412856
0.53,0.5,65.02671786193332
0.53,0.51,64.553393695755
0.53,0.52,64.08564988752659
0.53,0.53,63.62337490506809
0.53,0.54,63.166460345320445
0.53,0.55,62.714800822691075
0.53,0.56,62.26829386213433
0.53,0.57,61.826839796782224
0.53,0.58,61.39034166992275
0.53,0.59,60.958705141033136
0.53,0.6,60.53183839578679
0.53,0.61,60.10965205974509
0.53,0.62,59.692059115634606
0.53,0.63,59.27897482393422
0.53,0.64,58.87031664675334
0.53,0.65,58.466004174737634
0.53,0.66,58.06595905690273
0.53,0.67,57.67010493328229
0.53,0.68,57.278367370180604
0.53,0.69,56.8906737980231
0.53,0.7,56.5069534515909
0.53,0.71,56.12713731260925
0.53,0.72,55.7511580544716
0.53,0.73,55.37894998915408
0.53,0.74,55.010449016102086
0.53,0.75,54.64559257304927
0.53,0.76,54.28431958870914
0.53,0.77,53.92657043716383
0.53,0.78,53.57228689401052
0.53,0.79,53.22141209408176
0.53,0.8,52.873890490713904
0.53,0.81,52.52966781652094
0.53,0.82,52.188691045526184
0.53,0.83,51.85090835671389
0.53,0.84,51.516269098837995
0.53,0.85,51.18472375652317
0.53,0.86,50.85622391747552
0.53,0.87,50.53072224093131
0.53,0.88,50.20817242715185
0.53,0.89,49.88852918797829
0.53,0.9,49.5717482184283
0.53,0.91,49.257786169194844
0.53,0.92,48.94660062015339
0.53,0.93,48.63815005471275
0.53,0.94,48.33239383507504
0.53,0.95,48.02929217823362
0.53,0.96,47.72880613286412
0.53,0.97,47.430897556913465
0.53,0.98,47.13552909597428
0.53,0.99,46.842664162276776
0.53,1.0,46.55226691446177
0.54,0.0,101.45665380464794
0.54,0.01,100.42004089680933
0.54,0.02,99.40406965300491
0.54,0.03,98.40807296287227
0.54,0.04,97.43141183084174
0.54,0.05,96.47347402553123
0.54,0.06,95.53367279243838
0.54,0.07,94.6114456283799
0.54,0.08,93.70625311556711
0.54,0.09,92.81757781341844
0.54,0.1,91.94492320569577
0.54,0.11,91.08781270090537
0.54,0.12,90.2457886834415
0.54,0.13,89.41841161336157
0.54,0.14,88.6052591724183
0.54,0.15,87.80592545407478
0.54,0.16,87.02002019547035
0.54,0.17,86.2471680490238
0.54,0.18,85.48700789181282
0.54,0.19,84.73919217067538
0.54,0.2,84.00338628110137
0.54,0.21,83.27926797827712
0.54,0.22,82.56652681834129
0.54,0.23,81.86486362842203
0.54,0.24,81.17399000379856
0.54,0.25,80.49362783065448
0.54,0.26,79.82350883316542
0.54,0.27,79.16337414350915
0.54,0.28,78.512973893484
0.54,0.29,77.87206682669972
0.54,0.3,77.24041993008564
0.54,0.31,76.6178080837434
0.54,0.32,76.00401372805118
0.54,0.33,75.3988265471881
0.54,0.34,74.8020431681295
0.54,0.35,74.21346687422175
0.54,0.36,73.63290733266115
0.54,0.37,73.06018033506854
0.54,0.38,72.49510755039063
0.54,0.39,71.93751628961132
0.54,0.4,71.3872392815187
0.54,0.41,70.84411445902708
0.54,0.42,70.30798475539353
0.54,0.43,69.77869790993941
0.54,0.44,69.25610628266998
0.54,0.45,68.74006667740508
0.54,0.46,68.23044017288663
0.54,0.47,67.72709196156296
0.54,0.48,67.2298911956072
0.54,0.49,66.73871083972136
0.54,0.5,66.2534275305411
0.54,0.51,65.77392144217526
0.54,0.52,65.30007615762372
0.54,0.53,64.831778545801
0.54,0.54,64.36891864380385
0.54,0.55,63.911389544281064
0.54,0.56,63.459087287555974
0.54,0.57,63.0119107583447
0.54,0.58,62.56976158674695
0.54,0.59,62.13254405343355
0.54,0.6,61.700164998719
0.54,0.61,61.272533735418904
0.54,0.62,60.84956196519727
0.54,0.63,60.43116369839021
0.54,0.64,60.01725517702306
0.54,0.65,59.60775480091763
0.54,0.66,59.202583056771175
0.54,0.67,58.80166244998151
0.54,0.68,58.4049174392174
0.54,0.69,58.01227437350303
0.54,0.7,57.623661431788605
0.54,0.71,57.23900856477286
0.54,0.72,56.85824743903919
0.54,0.73,56.48131138327301
0.54,0.74,56.10813533651731
0.54,0.75,55.738655798406114
0.54,0.76,55.37281078118724
0.54,0.77,55.010539763600946
0.54,0.78,54.651783646419005
0.54,0.79,54.29648470961712
0.54,0.8,53.944586571135915
0.54,0.81,53.59603414707345
0.54,0.82,53.25077361337691
0.54,0.83,52.90875236886717
0.54,0.84,52.56991899958126
0.54,0.85,52.2342232443977
0.54,0.86,51.90161596181764
0.54,0.87,51.57204909796167
0.54,0.88,51.24547565563864
0.54,0.89,50.92184966452021
0.54,0.9,50.60112615226808
0.54,0.91,50.28326111672175
0.54,0.92,49.96821149897721
0.54,0.93,49.65593515742199
0.54,0.94,49.34639084255059
0.54,0.95,49.0395381727177
0.54,0.96,48.73533761062902
0.54,0.97,48.433750440656866
0.54,0.98,48.13473874681068
0.54,0.99,47.838265391525056
0.54,1.0,47.54429399506898
0.55,0.0,103.1307793672467
0.55,0.01,102.08133509294714
0.55,0.02,101.0527145106642
0.55,0.03,100.04425125136021
0.55,0.04,99.05530649932848
0.55,0.05,98.08526771600646
0.55,0.06,97.13354741865379
0.55,0.07,96.19958201294219
0.55,0.08,95.28283067862543
0.55,0.09,94.38277430671741
0.55,0.1,93.49891448685361
0.55,0.11,92.63077254305892
0.55,0.12,91.77788861611873
0.55,0.13,90.93982079087527
0.55,0.14,90.1161442663946
0.55,0.15,89.30645056732271
0.55,0.16,88.5103467944898
0.55,0.17,87.72745491290345
0.55,0.18,86.95741107549696
0.55,0.19,86.1998649807004
0.55,0.2,85.45447926233959
0.55,0.21,84.7209289101549
0.55,0.22,83.99890071933521
0.55,0.23,83.28809276769755
0.55,0.24,82.58821391900813
0.55,0.25,81.89898335103612
0.55,0.26,81.2201301071562
0.55,0.27,80.55139267019314
0.55,0.28,79.89251855728588
0.55,0.29,79.24326393476935
0.55,0.3,78.60339325194957
0.55,0.31,77.97267889271461
0.55,0.32,77.35090084415452
0.55,0.33,76.73784638122089
0.55,0.34,76.13330976651525
0.55,0.35,75.53709196454412
0.55,0.36,74.94900036955403
0.55,0.37,74.36884854631188
0.55,0.38,73.79645598305518
0.55,0.39,73.23164785608725
0.55,0.4,72.67425480535252
0.55,0.41,72.1241127203557
0.55,0.42,71.5810625360266
0.55,0.43,71.04495003789424
