Wavelength(um),Transmittance,SEBSControl,05um,1um,2um,4um,8um
3.65,0.77437343,0.002844232306,0.003030408943,0.0004750187406,0.004272041195,0.005982562257,0.004083317502
3.66,0.77437343,0.003356122402,0.00328543989,0.0008665451246,0.004555836924,0.006536288405,0.004633539541
3.67,0.7765087,0.00335841216,0.003386185203,0.001126012637,0.004829692571,0.006662106264,0.004544144537
3.68,0.7765087,0.00299343669,0.002740436086,0.0006028493101,0.004302994252,0.006135901742,0.004053508996
3.69,0.77935572,0.002479106441,0.002194701297,0.00004015350755,0.003790900641,0.005728473644,0.003686533724
3.7,0.77935572,0.002495185166,0.002108779406,0.00002327853404,0.003930595225,0.005632319115,0.003645239395
3.71,0.77935572,0.002603130709,0.002145084855,0.0003056840902,0.004344699693,0.005797156963,0.004012232412
3.72,0.7829145,0.00308527903,0.002429717034,0.0006771848545,0.004784339101,0.006007745809,0.004408911426
3.73,0.7829145,0.00344562514,0.002407670895,0.0009666162856,0.005044854558,0.005984854339,0.004470805634
3.74,0.79430259,0.003408909378,0.002030624077,0.0007478252001,0.0048026731,0.005666658402,0.00425300632
3.75,0.79430259,0.00305315864,0.001592579083,0.0004590265043,0.004880343094,0.005199484095,0.003904448677
3.76,0.79430259,0.003195470657,0.001900121932,0.001107139059,0.005279198288,0.005107859054,0.004037468154
3.77,0.79643786,0.003039388017,0.001751189927,0.001551654513,0.005398063775,0.004835211081,0.003941144736
3.78,0.79643786,0.002901643303,0.001416675597,0.001265386257,0.005157792937,0.004525808703,0.003590161711
3.79,0.79643786,0.002713360348,0.001011921323,0.0009787962945,0.005417980039,0.004090201887,0.003298753849
3.8,0.79999664,0.002338983216,0.0005262618164,0.0006585466847,0.005332325724,0.003741569201,0.003057748724
3.81,0.79999664,0.002099582519,0.00005981801346,0.0003556276586,0.004804244002,0.00330792979,0.002683505504
3.82,0.80284366,0.0017277436,0,0.000004628124316,0.004567304528,0.002897052373,0.002340365695
3.83,0.80284366,0.001196357008,0,0.00004346946521,0.004123683739,0.002848834656,0.002446950209
3.84,0.80284366,0.0008906887563,0,0,0.004197514385,0.002816692066,0.002196771996
3.85,0.80640244,0.0006785357331,0,0,0.004085850564,0.002580159457,0.001575101635
3.86,0.80640244,0.0002809409162,0,0,0.00322391212,0.002415244622,0.001111738593
3.87,0.8071142,0,0,0,0.002708978935,0.002233768356,0.0005019544623
3.88,0.8071142,0,0,0,0.002098658758,0.001967913901,0.00009762210964
3.89,0.80711419,0,0,0,0.001400352559,0.001734859116,0
3.9,0.81067297,0,0,0,0.0008636099019,0.001098160747,0
3.91,0.81067297,0,0,0,0.0006323412246,0.000658768772,0
3.92,0.81067297,0,0,0,0.0004805887226,0.0007931551779,0
3.93,0.80426717,0,0,0,0.000002198944594,0.0007611706595,0
3.94,0.80426717,0,0,0,0,0.0003020264966,0
3.95,0.77413618,0,0,0,0,0.0002594897873,0
3.96,0.77413618,0,0,0,0,0.0001821090408,0
3.97,0.77413618,0,0,0,0,0.0001780118638,0
3.98,0.7731871733,0,0,0,0,0.0000003845309493,0
3.99,0.7731871733,0,0,0,0,0,0
4,0.7701029,0,0,0,0,0,0
4.01,0.7701029,0,0,0,0,0,0
4.02,0.7701029,0,0,0,0,0,0
4.03,0.7412767875,0,0,0,0,0,0
4.04,0.7412767875,0,0,0,0,0,0
4.05,0.7412767875,0,0,0,0,0,0
4.06,0.695083842,0,0,0,0,0,0
4.07,0.695083842,0,0,0,0,0,0
4.08,0.62083755,0,0,0,0,0,0
4.09,0.62083755,0,0,0,0,0,0
4.1,0.62083755,0,0,0,0,0,0
4.11,0.4817771164,0,0,0,0,0,0
4.12,0.4817771164,0,0,0,0,0,0
4.13,0.4324934242,0,0,0,0,0,0
4.14,0.4324934242,0,0,0,0,0,0
4.15,0.4324934242,0,0,0,0,0,0
4.16,0.3821451793,0,0,0,0,0,0
4.17,0.3821451793,0,0,0,0,0,0
4.18,0.3821451793,0,0,0,0,0,0
4.19,0.3409141854,0,0,0,0,0,0
4.2,0.3409141854,0,0,0,0,0,0
4.21,0.2540799856,0,0,0,0,0,0
4.22,0.2540799856,0,0,0,0,0,0
4.23,0.2540799856,0,0,0,0,0,0
4.24,0.1871749457,0,0,0,0,0,0
4.25,0.1871749457,0,0,0,0,0,0
4.26,0.1871749457,0,0,0,0,0,0
4.27,0.08064883667,0,0,0,0,0,0
4.28,0.08064883667,0,0,0,0,0,0
4.29,0.05905891,0,0,0,0,0,0
4.3,0.05905891,0.00004904080367,0,0.0001461776738,0.001336557751,0.0004892808832,0.000208449171
4.31,0.05905891,0.0000005618228715,0,0.000000566427907,0.001342626597,0.00005997291911,0.00002196246547
4.4,0.05336487,0,0,0,0.002232727638,0,0.00009277029602
4.41,0.05336487,0,0,0,0.00180426115,0,0
4.42,0.10959357,0,0,0,0.0009576351007,0,0
4.43,0.10959357,0,0,0,0.001033762054,0,0
4.44,0.10959357,0,0,0,0.000002647937799,0,0
4.45,0.1316579975,0,0,0,0,0,0
4.46,0.1316579975,0,0,0,0,0,0
4.47,0.135216778,0,0,0,0.00001238714053,0,0
4.48,0.135216778,0,0,0,0.00128968507,0,0
4.49,0.135216778,0,0,0,0.0009778100789,0,0
4.5,0.16639168,0,0,0,0,0,0
4.51,0.166391678,0,0,0,0,0,0
4.52,0.16639168,0,0,0,0,0,0
4.53,0.20413846,0.00005488577001,0,0,0,0,0
4.54,0.20413846,0.00006911712603,0,0,0,0,0
4.55,0.3203622388,0,0,0,0,0,0
4.56,0.3203622388,0,0,0,0,0,0
4.57,0.3203622388,0,0,0,0,0,0
4.58,0.3768070114,0.0003180758445,0,0,0,0,0
4.59,0.3768070114,0.0006609511506,0,0,0.0001019861538,0,0
4.6,0.3795523543,0,0,0,0,0,0
4.61,0.3795523543,0,0,0,0,0,0
4.62,0.3795523543,0,0,0,0,0,0
4.63,0.3810775443,0,0,0,0,0.0001204263852,0
4.64,0.3810775443,0,0,0,0,0,0
4.65,0.3810775443,0,0,0,0,0,0
4.66,0.4480334225,0,0,0,0,0,0
4.67,0.4480334225,0,0,0,0,0,0
4.68,0.4661831967,0,0,0,0,0,0
4.69,0.4661831967,0,0,0,0,0,0
4.7,0.4661831967,0,0,0,0,0,0
4.71,0.4630989233,0,0,0,0,0,0
4.72,0.4630989233,0,0,0,0,0,0
4.73,0.4630989233,0,0,0,0,0,0
4.74,0.439670295,0,0,0,0,0,0
4.75,0.439670295,0,0,0,0,0,0
4.76,0.3976173933,0,0,0,0,0,0
4.77,0.3976173933,0,0,0,0,0,0
4.78,0.3976173933,0,0,0,0,0,0
4.79,0.3727059433,0,0,0,0,0,0
4.8,0.3727059433,0,0,0,0,0,0
4.81,0.3665373933,0,0,0,0,0,0
4.82,0.3665373933,0,0,0,0,0,0
4.83,0.3665373933,0,0,0,0,0,0
4.84,0.3457185375,0,0,0,0,0,0
4.85,0.3457185375,0,0,0,0,0,0
4.86,0.3457185375,0,0,0,0,0,0
4.87,0.29536182,0,0,0,0.001318473637,0,0
4.88,0.29536182,0,0,0,0.003115494974,0,0
4.89,0.2716366267,0,0,0,0.003336280029,0,0
4.9,0.2716366267,0.00134103096,0,0,0,0,0
4.91,0.2716366267,0.0001326067852,0,0,0,0,0
