Wavelength (um),Transmittance
0.20000000000000195, 0.5017709827833571
0.2099999999999973, 0.5017709827833571
0.2199999999999971, 0.5017709827833571
0.22999999999999599, 0.5017709827833571
0.2400000000000011, 0.5017709827833571
0.24999999999999822, 0.6014167862266857
0.24999999999999645, 0.5017709827833571
0.26, 0.6014167862266857
0.26, 0.5017709827833571
0.2699999999999987, 0.6014167862266857
0.27000000000000135, 0.5017709827833571
0.27999999999999936, 0.6014167862266857
0.2799999999999958, 0.5017709827833571
0.28999999999999915, 0.6014167862266858
0.29000000000000004, 0.5017709827833571
0.29999999999999805, 0.6014167862266858
0.29999999999999893, 0.5017709827833571
0.3099999999999987, 0.6014167862266858
0.3100000000000014, 0.5017709827833571
0.3199999999999994, 0.6014167862266857
0.3199999999999994, 0.5017709827833571
0.3299999999999983, 0.6014167862266857
0.33000000000000007, 0.5017709827833571
0.33999999999999897, 0.6014167862266857
0.33999999999999897, 0.5017709827833571
0.34999999999999964, 0.6014167862266857
0.3500000000000023, 0.5017709827833571
0.35999999999999854, 0.6014167862266858
0.3600000000000012, 0.5017709827833571
0.3699999999999992, 0.6014167862266857
0.36999999999999833, 0.5017709827833571
0.38, 0.6014167862266857
0.38, 0.5302412123385938
0.37999999999999634, 0.48468884505021503
0.3800000000000008, 0.4370012105451935
0.3899999999999988, 0.6014167862266857
0.3899999999999997, 0.5302412123385938
0.3899999999999988, 0.48468884505021503
0.3899999999999997, 0.4370012105451935
0.3999999999999986, 0.5907404501434719
0.3999999999999986, 0.5587114418938306
0.3999999999999986, 0.5131590746054517
0.3999999999999968, 0.45123632532281194
0.40999999999999925, 0.5907404501434719
0.40999999999999837, 0.5587114418938306
0.4100000000000028, 0.5131590746054517
0.4099999999999957, 0.45123632532281194
0.4200000000000008, 0.5907404501434719
0.41999999999999815, 0.5587114418938306
0.41999999999999993, 0.5131590746054517
0.4200000000000008, 0.45123632532281194
0.4300000000000006, 0.6099578550932567
0.4299999999999997, 0.5644054878048779
0.4299999999999988, 0.5188531205164991
0.4300000000000006, 0.4540833482783356
0.4399999999999986, 0.6099578550932567
0.4399999999999986, 0.5644054878048779
0.4399999999999986, 0.5188531205164991
0.4399999999999986, 0.4540833482783355
0.4499999999999993, 0.6099578550932567
0.4499999999999993, 0.5644054878048779
0.4499999999999975, 0.5188531205164991
0.4500000000000002, 0.4540833482783355
0.4599999999999991, 0.6213459469153514
0.45999999999999996, 0.5757935796269726
0.4599999999999991, 0.5302412123385938
0.46000000000000174, 0.48468884505021503
0.4599999999999973, 0.4370012105451935
0.46999999999999975, 0.6213459469153514
0.47000000000000064, 0.5757935796269726
0.46999999999999886, 0.5302412123385938
0.46999999999999886, 0.48468884505021503
0.4699999999999971, 0.4370012105451935
0.47999999999999865, 0.6583572453371591
0.4800000000000004, 0.6128048780487804
0.47999999999999954, 0.5672525107604017
0.47999999999999954, 0.5024827385222379
0.48999999999999844, 0.6583572453371591
0.48999999999999844, 0.6128048780487805
0.4900000000000002, 0.5672525107604016
0.49, 0.5024827385222379
0.4999999999999991, 0.6583572453371592
0.4999999999999982, 0.6128048780487804
0.5, 0.5672525107604016
0.49999999999999734, 0.5024827385222379
0.51, 0.6626277797704446
0.51, 0.6170754124820659
0.51, 0.5572879304160687
0.5199999999999996, 0.6626277797704445
0.5199999999999969, 0.6170754124820658
0.5200000000000005, 0.5572879304160687
0.5299999999999994, 0.6725923601147775
0.5299999999999985, 0.6120931223098994
0.5399999999999974, 0.6725923601147775
0.5399999999999974, 0.6120931223098994
0.5499999999999972, 0.6725923601147775
0.5500000000000007, 0.6120931223098994
0.5599999999999996, 0.6896744978479197
0.5600000000000005, 0.6220577026542322
0.5699999999999967, 0.6896744978479196
0.5700000000000003, 0.6220577026542322
0.5799999999999992, 0.6896744978479196
0.5800000000000001, 0.6220577026542322
0.5899999999999972, 0.6925215208034432
0.59,0.624904726
0.59, 0.6007050304878048
0.6000000000000005, 0.6925215208034432
0.5999999999999996, 0.6249047256097559
0.5999999999999996, 0.6007050304878048
0.6099999999999985,0.703909613
0.6099999999999985, 0.6576454895982782
0.6199999999999966,0.703909613
0.6200000000000001, 0.6576454895982782
0.6299999999999999,0.703909613
0.6300000000000008, 0.6576454895982782
0.64, 0.6868274748923959
0.6499999999999995, 0.6868274748923959
0.6599999999999984, 0.7195682388809181
0.6599999999999975, 0.6718806043758966
0.6699999999999973, 0.7195682388809181
